Date,High,Low,Open,Close,Volume,Adj Close
2010-02-11,0.8697919845581055,0.8111460208892822,0.8137500286102295,0.8651040196418762,1728000.0,0.8629420399665833
2010-02-12,0.8761460185050964,0.836667001247406,0.8415629863739014,0.8686460256576538,4300800.0,0.8664752244949341
2010-02-16,0.9043750166893005,0.8751040101051331,0.8890630006790161,0.902292013168335,4809600.0,0.9000371694564819
2010-02-17,0.9178130030632019,0.9006249904632568,0.9143750071525574,0.9176040291786194,9590400.0,0.9153109192848206
2010-02-18,0.9405210018157959,0.9111459851264954,0.9166669845581055,0.9350000023841858,19430400.0,0.9326633214950562
2010-02-19,0.9471880197525024,0.9215630292892456,0.9286460280418396,0.9350000023841858,23241600.0,0.9326633214950562
2010-02-22,0.946042001247406,0.917917013168335,0.946042001247406,0.9284380078315735,12748800.0,0.9261177778244019
2010-02-23,0.9283329844474792,0.8798959851264954,0.9233329892158508,0.8921880125999451,20563200.0,0.889958381652832
2010-02-24,0.9296879768371582,0.903020977973938,0.9079170227050781,0.9191669821739197,17654400.0,0.9168698787689209
2010-02-25,0.9248960018157959,0.8719789981842041,0.8897920250892639,0.918645977973938,22809600.0,0.916350245475769
2010-02-26,0.9339579939842224,0.9068750143051147,0.9159380197525024,0.9301040172576904,14400000.0,0.9277796149253845
2010-03-01,0.9739580154418945,0.9418749809265137,0.9418749809265137,0.9700000286102295,7113600.0,0.9675759673118591
2010-03-02,0.996874988079071,0.9732289910316467,0.9785419702529907,0.975832998752594,12105600.0,0.9733943343162537
2010-03-03,0.9953129887580872,0.9717710018157959,0.9867709875106812,0.981249988079071,11990400.0,0.9787977337837219
2010-03-04,0.9934380054473877,0.9693750143051147,0.9846879839897156,0.9920830130577087,7363200.0,0.9896036982536316
2010-03-05,1.0405210256576538,1.0078129768371582,1.0132290124893188,1.035938024520874,6720000.0,1.0333490371704102
2010-03-08,1.0489579439163208,1.0368750095367432,1.0368750095367432,1.041458010673523,6336000.0,1.0388554334640503
2010-03-09,1.0761460065841675,1.0348960161209106,1.0357290506362915,1.0598959922790527,11606400.0,1.057247281074524
2010-03-10,1.0922919511795044,1.0606249570846558,1.0613540410995483,1.085832953453064,10022400.0,1.0831193923950195
2010-03-11,1.0973960161209106,1.0720829963684082,1.0792709589004517,1.0958329439163208,13478400.0,1.0930943489074707
2010-03-12,1.1079169511795044,1.0857290029525757,1.1079169511795044,1.0983330011367798,9033600.0,1.095588207244873
2010-03-15,1.098438024520874,1.0677080154418945,1.0910420417785645,1.0909379720687866,10598400.0,1.0882116556167603
2010-03-16,1.1146880388259888,1.0902080535888672,1.101667046546936,1.111562967300415,11644800.0,1.1087850332260132
2010-03-17,1.1351039409637451,1.1100000143051147,1.1146880388259888,1.1192710399627686,9955200.0,1.116473913192749
2010-03-18,1.134166955947876,1.1157289743423462,1.1231249570846558,1.1306250095367432,13046400.0,1.1277996301651
2010-03-19,1.1430209875106812,1.0987499952316284,1.1106250286102295,1.1106250286102295,10012800.0,1.107849359512329
2010-03-22,1.1539579629898071,1.0934380292892456,1.0976040363311768,1.140625,14697600.0,1.1377744674682617
2010-03-23,1.1669789552688599,1.1306250095367432,1.1484379768371582,1.1644790172576904,13833600.0,1.1615688800811768
2010-03-24,1.158750057220459,1.140625,1.15625,1.1479170322418213,22310400.0,1.1450482606887817
2010-03-25,1.188228964805603,1.1397919654846191,1.1759380102157593,1.1407289505004883,23481600.0,1.137878179550171
2010-03-26,1.168645977973938,1.1286460161209106,1.156978964805603,1.1466670036315918,21072000.0,1.1438013315200806
2010-03-29,1.1742709875106812,1.1538540124893188,1.163957953453064,1.16239595413208,9513600.0,1.1594910621643066
2010-03-30,1.1846879720687866,1.1507289409637451,1.1719789505004883,1.1745829582214355,9974400.0,1.1716476678848267
2010-03-31,1.1770830154418945,1.1507289409637451,1.1614580154418945,1.158750057220459,14889600.0,1.155854344367981
2010-04-01,1.1940629482269287,1.1305210590362549,1.1716669797897339,1.1564580202102661,29155200.0,1.153567910194397
2010-04-05,1.196874976158142,1.15625,1.164896011352539,1.1898959875106812,16896000.0,1.186922311782837
2010-04-06,1.2097920179367065,1.1733330488204956,1.1808329820632935,1.1989580392837524,14678400.0,1.1959617137908936
2010-04-07,1.2079169750213623,1.171354055404663,1.1948959827423096,1.192188024520874,26563200.0,1.1892086267471313
2010-04-08,1.2034380435943604,1.1620830297470093,1.1801040172576904,1.1964579820632935,17414400.0,1.1934678554534912
2010-04-09,1.220937967300415,1.1911460161209106,1.2004170417785645,1.218021035194397,14524800.0,1.2149770259857178
2010-04-12,1.2322920560836792,1.2141669988632202,1.2221879959106445,1.2229169607162476,12201600.0,1.2198607921600342
2010-04-13,1.2433329820632935,1.2079169750213623,1.2189580202102661,1.241353988647461,16809600.0,1.238251805305481
2010-04-14,1.2861460447311401,1.256458044052124,1.2590630054473877,1.2851040363311768,15273600.0,1.2818924188613892
2010-04-15,1.307083010673523,1.2826039791107178,1.283750057220459,1.302291989326477,11443200.0,1.2990375757217407
2010-04-16,1.3011460304260254,1.2317709922790527,1.2885420322418213,1.2559380531311035,32371200.0,1.2527995109558105
2010-04-19,1.2654169797897339,1.2083330154418945,1.2441669702529907,1.253957986831665,28185600.0,1.2508244514465332
2010-04-20,1.28125,1.2495830059051514,1.2734379768371582,1.2725000381469727,14025600.0,1.269320011138916
2010-04-21,1.3059380054473877,1.2708330154418945,1.2983330488204956,1.2948960065841675,20995200.0,1.291659951210022
2010-04-22,1.3184380531311035,1.2356250286102295,1.2570830583572388,1.3140629529953003,30710400.0,1.310779094696045
2010-04-23,1.3356250524520874,1.2997920513153076,1.3153129816055298,1.3314579725265503,20592000.0,1.3281304836273193
2010-04-26,1.3423960208892822,1.3151040077209473,1.3323960304260254,1.3215630054473877,20131200.0,1.3182604312896729
2010-04-27,1.322708010673523,1.2291669845581055,1.308750033378601,1.2400000095367432,33436800.0,1.2369011640548706
2010-04-28,1.2603130340576172,1.2128130197525024,1.2590630054473877,1.2429169416427612,31267200.0,1.2398107051849365
2010-04-29,1.3126039505004883,1.2601039409637451,1.260208010673523,1.30635404586792,21187200.0,1.3030893802642822
2010-04-30,1.3105210065841675,1.2261459827423096,1.3043750524520874,1.2293750047683716,22128000.0,1.2263028621673584
2010-05-03,1.2981250286102295,1.2434380054473877,1.243749976158142,1.2795829772949219,13152000.0,1.2763853073120117
2010-05-04,1.2312500476837158,1.1386460065841675,1.231145977973938,1.166458010673523,34310400.0,1.1635428667068481
2010-05-05,1.1678129434585571,1.1083329916000366,1.1298960447311401,1.1472920179367065,34627200.0,1.1444247961044312
2010-05-06,1.1560419797897339,0.7083330154418945,1.1236460208892822,1.0348960161209106,54451200.0,1.0323097705841064
2010-05-07,1.0451040267944336,0.8928130269050598,1.0075000524520874,0.9595829844474792,62064000.0,0.957184910774231
2010-05-10,1.1059379577636719,1.0747920274734497,1.0807290077209473,1.1027079820632935,47318400.0,1.0999523401260376
2010-05-11,1.1458330154418945,1.0653129816055298,1.0715630054473877,1.1019790172576904,36758400.0,1.0992251634597778
2010-05-12,1.1637500524520874,1.1129169464111328,1.117082953453064,1.1613539457321167,27139200.0,1.1584516763687134
2010-05-13,1.174375057220459,1.1018749475479126,1.1502079963684082,1.108854055404663,26390400.0,1.1060829162597656
2010-05-14,1.0831249952316284,1.0052080154418945,1.0816669464111328,1.040624976158142,38544000.0,1.0380244255065918
2010-05-17,1.0663540363311768,0.987500011920929,1.0507290363311768,1.0546879768371582,34214400.0,1.0520521402359009
2010-05-18,1.0864579677581787,0.9958329796791077,1.0804170370101929,1.0143749713897705,47654400.0,1.0118399858474731
2010-05-19,1.0208330154418945,0.9523959755897522,0.996874988079071,0.987604022026062,59443200.0,0.9851359128952026
2010-05-20,0.9344789981842041,0.8692709803581238,0.9278129935264587,0.8877080082893372,68246400.0,0.8854895234107971
2010-05-21,0.9221879839897156,0.8247920274734497,0.8336459994316101,0.894582986831665,58579200.0,0.8923473954200745
2010-05-24,0.9328129887580872,0.8915629982948303,0.8994789719581604,0.9019790291786194,38755200.0,0.8997249007225037
2010-05-25,0.8984379768371582,0.8083329796791077,0.8349999785423279,0.8956249952316284,43161600.0,0.8933867812156677
2010-05-26,0.9468749761581421,0.8612499833106995,0.909479022026062,0.867917001247406,52080000.0,0.8657479882240295
2010-05-27,0.9642710089683533,0.9182289838790894,0.925728976726532,0.9618750214576721,43305600.0,0.9594712257385254
2010-05-28,0.9709380269050598,0.921875,0.9682289958000183,0.9484379887580872,41673600.0,0.9460676908493042
2010-06-01,0.9868749976158142,0.9166669845581055,0.9384379982948303,0.9221879839897156,50678400.0,0.9198833703994751
2010-06-02,0.9870830178260803,0.9175000190734863,0.9375,0.9870830178260803,28358400.0,0.9846161603927612
2010-06-03,1.0183329582214355,0.9756249785423279,0.9943749904632568,1.0127079486846924,28713600.0,1.0101771354675293
2010-06-04,0.9869790077209473,0.8993750214576721,0.949167013168335,0.9127079844474792,61488000.0,0.9104269742965698
2010-06-07,0.9316669702529907,0.8583329916000366,0.9215630292892456,0.8597919940948486,42182400.0,0.8576433658599854
2010-06-08,0.8716670274734497,0.820937991142273,0.8659380078315735,0.8550000190734863,66480000.0,0.8528633713722229
2010-06-09,0.8967710137367249,0.8265630006790161,0.8722919821739197,0.8361459970474243,57360000.0,0.8340564966201782
2010-06-10,0.9072920083999634,0.8582289814949036,0.8653129935264587,0.9055209755897522,38880000.0,0.9032580256462097
2010-06-11,0.9328129887580872,0.8773959875106812,0.8773959875106812,0.9291669726371765,31334400.0,0.9268448948860168
2010-06-14,0.9751039743423462,0.9259380102157593,0.9567710161209106,0.9296879768371582,56851200.0,0.9273645877838135
2010-06-15,1.008437991142273,0.9422919750213623,0.9451040029525757,0.9976040124893188,50025600.0,0.9951109290122986
2010-06-16,1.03125,0.9918749928474426,0.996770977973938,1.0177079439163208,39590400.0,1.0151644945144653
2010-06-17,1.035207986831665,1.0014580488204956,1.0336459875106812,1.0279170274734497,40761600.0,1.025348424911499
2010-06-18,1.0514580011367798,1.0204169750213623,1.0332289934158325,1.030729055404663,34896000.0,1.0281533002853394
2010-06-21,1.0729169845581055,0.9866669774055481,1.0683330297470093,1.0036460161209106,54979200.0,1.0011378526687622
2010-06-22,1.0372920036315918,0.9747920036315918,1.0152080059051514,0.9798960089683533,44899200.0,0.9774472713470459
2010-06-23,0.9936460256576538,0.9447919726371765,0.9835420250892639,0.9667710065841675,56179200.0,0.9643549919128418
2010-06-24,0.9635419845581055,0.9145830273628235,0.9552080035209656,0.9198960065841675,59856000.0,0.9175970554351807
2010-06-25,0.9422919750213623,0.8996880054473877,0.9318749904632568,0.9192709922790527,44390400.0,0.9169736504554749
2010-06-28,0.9337499737739563,0.8912500143051147,0.9200000166893005,0.9110419750213623,41040000.0,0.9087651968002319
2010-06-29,0.8697919845581055,0.7854170203208923,0.8682289719581604,0.809374988079071,109555200.0,0.8073523044586182
2010-06-30,0.8201040029525757,0.7630209922790527,0.7972919940948486,0.7693750262260437,45916800.0,0.7674523591995239
2010-07-01,0.7801039814949036,0.7172920107841492,0.7736459970474243,0.7618749737739563,63081600.0,0.7599709033966064
2010-07-02,0.772707998752594,0.734375,0.7638540267944336,0.7577080130577087,36844800.0,0.7558144330978394
